"e-mail","อีเมล, จดหมายอิเล็กทรอนิกส์",
"embed","ฝัง",
"emblem","สัญลักษณ์, เครื่องหมาย",
"emboss","ทำให้นูนขึ้น",
"emphasis","การให้ความสำคัญ, การเน้น",
"empty","ว่างเปล่า, ทำให้ว่าง",
"emulate","เลียนแบบ",
"emulator","โปรแกรมเลียนแบบ..., ...เทียม (terminal emulator = เทอร์มินัลเทียม)",
"enable","เปิดใช้งาน",
"encapsulated postscript","แฟ้มเก็บภาพโพสต์สคริปต์",
"enclosure","สิ่งแนบ, สิ่งที่แนบมา",
"encode","ลงรหัส",
"character encoding","ชุดการเข้ารหัสอักขระ, ชุดรหัสอักขระ, การเข้ารหัสอักขระ",
"encrypt","เข้ารหัสลับ",
"end","จบ, ถึง, สิ้นสุด, ตรงปลาย",
"endless","ไม่สิ้นสุด, ไม่จำกัด",
"endnote","อ้างอิงข้างท้าย, อ้างอิงท้ายบท, อ้างอิงท้ายเรื่อง",
"enforced","บังคับ",
"engine","เครื่องกล, เครื่องยนต์",
"engineer","วิศวกร",
"engineering","วิศวกรรมศาสตร์, ทางวิศวกรรม",
"engrave","ประทับ, จารึก",
"enhancement","การเพิ่มระดับ, การเพิ่มค่า",
"enlarge","ขยาย",
"enter","ใส่ข้อมูล, ป้อนค่า, กรอก",
"enterprise","โครงการ, กิจการ",
"entertainment","ความบันเทิง",
"entity","เอนทิตี, เอกลักษณ์",
"entry","การเข้า, รายการ, การบันทึก",
"enumerate","แจงนับ",
"enumeration","การแจงนับ",
"end user","เอนด์ ยูสเซอร์, ผู้ใช้ขั้นปลาย",
"envelope","ซองจดหมาย",
"environment","สภาวะแวดล้อม, สภาพแวดล้อม",
"environment variable","ตัวแปรสภาวะแวดล้อม, ตัวแปรแวดล้อม",
"epoch","เหตุการณ์",
"EPS","แฟ้มเก็บภาพโพสต์สคริปต์","Encapsulated PostScript file name extension"
"Equador","เอกวาดอร์",
"equal","เท่ากัน, เท่ากับ",
"equalizer","ตัวปรับแต่งเสียง, ที่ปรับคลื่นเสียง",
"equation","สมการ",
"Equatorial Guinea","อิเควทอเรียลกินี","สาธารณรัฐอิเควทอเรียลกินี
(Republic of Equatorial Guinea)"
"erase","ลบ, ลบข้อมูล",
"eraser","ยางลบ, ตัวลบ",
"Eritrea","เอริเทรีย","รัฐเอริเทรีย (State of Eritrea)"
"error","ข้อผิดพลาด, ความผิดพลาด, เกิดข้อผิดพลาด",
"error-checking","การตรวจสอบข้อผิดพลาด",
"escape",,"When sent by the user, escape is often used to abort execution or data entry. When sent by the computer it often starts an"
"ESD","ESD",
"essential","จำเป็น, สิ่งสำคัญ, สิ่งจำเป็น",
"estate","อสังหาริมทรัพย์, มรดก, ที่ดิน, ทรัพย์สิน",
"estimated","ประเมิน, ได้ประเมิน",
"Estonia","เอสโตเนีย","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐเอสโตเนีย (Republic of Estonia)"
"etched","สลัก, แกะสลัก",
"Ethernet","อีเทอร์เน็ต",
"Ethiopia","เอธิโอเปีย","สหพันธ์สาธารณรัฐประชาธิปไตยเอธิโอเปีย (Federal Democratic Republic of Ethiopia)"
"evaluate","ประเมินค่า, ประเมิน",
"even","คู่, เท่า",
"event","เหตุการณ์",
"exactly","ถูกต้อง, แน่นอน",
"examine","ตรวจสอบ",
"excellent","ยอดเยี่ยม, ดีเยี่ยม",
"exception","ข้อยกเว้น, สิ่งที่ยกเว้น, สิ่งผิดปรกติ",
"exclamation","คำอุทาน, การอุทาน",
"exclude","แยกออก, คัดออก",
"exclusive",,
"executable","ที่ปฏิบัติการได้",
"executable file",,
"execute","ปฏิบัติการ, ดำเนินงาน",
"executive","ผู้บริหาร",
"exist","มีอยู่, คงอยู่",
"exit","ออกจากโปรแกรม, ออกจากระบบ",
"exosphere",,
"expand","ขยาย",
"expanded memory","หน่วยความจำขยาย",
"expedition",,
"experience","ประสบการณ์",
"expert","ผู้เชี่ยวชาญ, ระดับผู้เชี่ยวชาญ, โดยผู้เชี่ยวชาญ",
"expire","หมดอายุ",
"explain","อธิบาย",
"explanation","คำอธิบาย, การอธิบาย",
"explicit state",,
"explode","ระเบิด, ระเบิดแฟ้ม",
"explore","สำรวจ",
"explosion","การระเบิด",
"exponential","เอ็กซ์โพเน็นเชียล",
"exponential notation","เอ็กซ์โพเน็นเชียล โนเทชัน","วิธีนำเสนอตัวเลขที่ได้จากการทดลองทางวิทยาศาสตร์ที่มีค่ามากๆ หรือน้อยๆ"
"export","ส่งออก, ส่งข้อมูลออก, นำออก",
"expression","นิพจน์","ชุดของสัญลักษณ์ที่หาค่าออกมาได้"
"expunge","ลบออก, กำจัดออก",
"extend","ขยาย",
"extension","นามสกุลของแฟ้ม, นามสกุลไฟล์, การขยาย",
"extra","พิเศษ, เสริม","สิ่งที่เพิ่มเติม, นอกรายการ"
"extract","ขยาย, แยกออกมา, แตกแฟ้ม, แตก",
"eyedropper",,
"facsimile","แฟกซิมิลี, สำเนา",
"factory","แฟกทอรี่",
"fade","จางลง",
"fail","ล้มเหลว",
"failure","ความล้มเหลว",
"fair","ใช้ได้, ค่อนข้างดี, ท้องฟ้าโปร่ง (ศัพท์อุตุนิยมวิทยา)",
"false","เท็จ",
"family","ตระกูล",
"fancy","แฟนซี",
"fantasy","แฟนตาซี",
"FAQ","คำถามถามบ่อย","Frequently Asked Question"
"Farsi",,
"fatal","ที่ทำให้ตาย, ที่ทำให้พัง, ที่ทำให้ล้มเหลว",
"favorite","ที่โปรดปราน, รายการโปรด",
"fax","แฟกซ์, โทรสาร",
"FCC","FCC, คณะกรรมการกลางกำกับดูแลกิจการสื่อสาร","Federal Communications Commission, File Carbon Copy"
"FDISK","FDISK","Fixed Disk"
"feature","ฟีเจอร์, คุณสมบัติ, คุณลักษณะ",
"feed","ป้อน",
"feedback","การตอบรับ, การตอบสนอง, การสะท้อนกลับ",
"feeder","ที่ป้อนกระดาษ",
"feet","ฟุต",
"female","หญิง, เพศหญิง",
"fetch","เฟตช์, ดึงข้อมูล",
"field","ฟิลด์, เขตข้อมูล [ฐานข้อมูล], ช่องข้อมูล [แบบฟอร์ม]",
"field expression",,
"field set",,
"fiesta",,
"figure",,
"Fiji","ฟิจิ","สาธารณรัฐหมู่เกาะฟิจิ (Republic of the Fiji Islands)"
"file manager","ตัวจัดการแฟ้มข้อมูล",
"fuzzy logic","ตรรกศาสตร์แบบกำกวม",
"freeware","ฟรีแวร์",
"fill","เติม",
"filter","ตัวกรอง",
"final","สุดท้าย",
"financial","ทางการเงิน, เกี่ยวกับการเงิน",
"find","ค้นหา, หา",
"finder","ตัวค้นหา",
"fingerprint","ลายนิ้วมือ, พิมพ์ลายนิ้วมือ",
"finish","เสร็จ",
"Finland","ฟินแลนด์","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐฟินแลนด์ (Republic of Finland)"
"fire","ไฟ",
"firewall","ไฟร์วอลล์",
"firmware","เฟิร์มแวร์",
"first cap",,
"firstname","ชื่อ, ชื่อตัว",
"fit","พอดี",
"fix","ซ่อมแซม, ยึด, ติด, กำหนด",
"fixed font","ฟอนต์ที่มีความกว้างคงที่",
"fixup","แก้ไข, ซ่อมแซม",
"flag","ตัวบ่งชี้, ค่าสถานะ",
"flagged",,
"flame","ข้อความที่ไม่เหมาะสม, ข้อความไม่สุภาพ",
"flare",,
"flash","แฟลช",
"flat","แบน, แบนราบ, ราบเรียบ",
"flicker","กระพริบ, วูบวาบ",
"flip","ฟลิป, พลิก, กลับ",
"flip rotate",,
"float",,
"floating","ทศนิยม",
"floor","พื้น",
"Floppy","ฟลอปปี้",
"floppy disk","แผ่นบันทึก, ฟลอปปี้ดิสก์",
"flow",,
"flow analysis",,
"flowchart","ผังลำดับงาน, ผังงาน",
"flush",,
"flyer","ใบปลิว",
"flying",,
"focus","โฟกัส",
"fold","พับ",
"folder","โฟลเดอร์",
"folio",,
"follow-up","สิ่งที่ตามมา, ผลที่ตามมา",
"formula","สูตร, วิธีการ",
"font","แบบอักษร",
"foot","ฟุต",
"foot-endnote","อ้างอิงท้ายเรื่อง",
"footer","ท้ายกระดาษ",
"footnote","เชิงอรรถ",
"foreground","โฟร์กราวนด์, ตำแหน่งโดดเด่น, เบื้องหน้า, ส่วนหน้า",
"foremost","หน้าสุด",
"forever","ตลอดไป",
"fork",,
"form","รูปแบบ, ฟอร์ม",
"formal","ทางการ, เป็นทางการ",
"format","ฟอร์แมต, รูปแบบ, จัดรูปแบบ",
"forward","ถัดไป, ส่งต่อ",
"found","พบ",
"fourier analysis",,
"fraction","เศษส่วน",
"fragment","ชิ้นส่วน, แยกชิ้นส่วน",
"frame","เฟรม, กรอบ",
"framestyle","รูปแบบกรอบ",
"framework","โครงงาน, ขอบข่ายงาน",
"France","ฝรั่งเศส","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐฝรั่งเศส (French Republic)"
"free","ว่าง, พื้นที่ว่าง",
"freeform","รูปแบบอิสระ",
"freehand","วาดอิสระ",
"free software","ซอฟต์แวร์เสรี",
"frequency","ความถี่",
"FTP","FTP, เอฟทีพี","File Transfer Protocol [Internet], เกณฑ์วิธีถ่ายโอนแฟ้ม"
"fuchsia","แดงอมม่วง",
"fuel","เชื้อเพลิง, เชื้อไฟ",
"full","เต็ม",
"full pathname","ชื่อเส้นทางแบบเต็ม, ชื่อพาธแบบเต็ม",
"full screen","มุมมองเต็มจอ",
"function","ฟังก์ชัน, หน้าที่, การทำงาน",
"functionality",,
"funnel","กรวย, รูปกรวย",
"fuzzy",,
"FW",,
"Fwd","Forward",
"Gabon","กาบอง","สาธารณรัฐกาบอง (Gabonese Republic)"
"galaxy","กาแล็กซี",
"gallery","คลังภาพ",
"Gambia","แกมเบีย","สาธารณรัฐแกมเบีย (Republic of the Gambia)"
"game","เกม",
"gamma","แกมมา",
"gantt",,
"gap","ช่องว่าง",
"gatekeeper",,
"gateway","เกตเวย์",
"GB","กิกะไบต์",
"gender","เพศ",
"genre","ประเภท",
"geometry","เรขาคณิต",
"Georgia","จอร์เจีย","ชื่อรัฐของสหรัฐอเมริกา, ชื่อประเทศในทวีปเอเชีย"
"Germany","เยอรมนี","สหพันธ์สาธารณรัฐเยอรมนี (Federal Republic of Germany)"
"Ghana","กานา","สาธารณรัฐกานา (Republic of Ghana)"
"ghostscript",,
"GIF","GIF","Graphics Interchange Format (file name extension)"
"gigabyte","กิกะไบต์",
"GIMP","GIMP","GNU Image Manipulation Program"
"global","โดยรวม, ทั่วไป, กว้างๆ, (ตัวแปร) ส่วนกลาง",
"globe","โลก, ลูกโลก",
"glossary","อภิธานศัพท์",
"GMT","GMT, เวลาสากล","Greenwich Mean Time"
"GNOME","GNOME","GNU Network Object Model Environment"
"GNU","GNU, กนู","Gnu's Not Unix"
"forgery","(สิ่ง,เว็บ,เมล) ลอกเลียน",
"gopher","โกเฟอร์",
"hash","แฮช",
"GPG","GPG",
"GPL","GPL","General Public License"
"grab","ยึด, จับ, คว้า",
"gradient","ไล่ระดับสี",
"gradual","ทีละน้อย, ค่อย ๆ, ช้า ๆ",
"grammar","ไวยากรณ์",
"granite","แกรนิต",
"graph","กราฟ",
"graphic","กราฟิก",
"graphical user interface","GUI, การใช้งานแบบกราฟิก, ระบบติดต่อผู้ใช้ที่เป็นกราฟิก",
"graphite","แกรไฟต์",
"grave","รุนแรง",
"gravity","แรงโน้มถ่วง",
"gray","เทา",
"grayscale","ระดับสีเทา",
"Greece","กรีซ","สาธารณรัฐเฮลเลนิก (Hellenic Republic)"
"green","เขียว",
"greeter","หน้าต่างต้อนรับ",
"greeting","การทักทาย, คำอวยพร",
"Grenada","เกรเนดา",
"grey","เทา",
"grid","เส้นตาราง, ตะแกรงภาพ",
"gridline","เส้นตาราง",
"grip","ยึด",
"group","กลุ่ม, จัดกลุ่ม",
"groupware","กรุ๊ปแวร์, ซอฟต์แวร์เครือข่าย",
"Guatemala","กัวเตมาลา","สาธารณรัฐกัวเตมาลา (Republic of Guatemala)"
"phishing","(สิ่ง,เว็บ,เมล) ล่อลวง",
"guest","ผู้ใช้ชั่วคราว",
"GUI","GUI, การใช้งานแบบกราฟิก, หน้าจอแบบกราฟิก","Graphical User Interface"
"guide","แนะนำ, นำร่อง, ผู้แนะนำ, คู่มือ , คู่มือแนะนำ","คู่มือแนะนำการทำงาน, การใช้งานของโปรแกรมต่างๆ"
"Guinea","กินี","สาธารณรัฐกินี (Republic of Guinea)"
"Guinea Bissau","กินีบิสเซา","สาธารณรัฐกินีบิสเซา (Republic of Guinea Bissau)"
"test1","ทดสอบ1","การทดสอบ"
"gutter",,
"Guyana","กายอานา","สาธารณรัฐสหกรณ์กายอานา (Cooperative Republic of Guyana)"
"hacker","แฮ็กเกอร์, ผู้เจาะระบบ",
"hairline",,
"Haiti","เฮติ","สาธารณรัฐเฮติ (Republic of Haiti)"
"halftone",,
"halt","หยุด, ทำให้หยุด, การหยุดชั่วคราว",
"hammer","ค้อน",
"hamradio",,
"hand","มือ",
"handbook","คู่มือ",
"handout","เอกสารประกอบคำบรรยาย",
"handshake","จับมือ",
"handspring",,
"handwriting","ลายมือเขียน",
"hang","แฮงก์, หยุดทำงานกระทันหัน",
"hanging",,
"hang up","วางหู, วางสาย",
"harddisk","ฮาร์ดดิสก์",
"hard drive","ฮาร์ดไดรฟ์",
"hardware","ฮาร์ดแวร์, ส่วนเครื่อง, ส่วนอุปกรณ์",
"hatching","การใส่เส้นลาย",
"HD","ความจุสูง","High Density"
"head","หัว, ส่วนหัว",
"header","หัวกระดาษ",
"heading","หัวข้อ, หัวเรื่อง",
"headline","ข่าวพาดหัว",
"headphone","หูฟัง",
"headword","คำหลัก, คำสำคัญ",
"heavy","หนัก, ร้ายแรง",
"help","วิธีใช้, คำแนะนำ, ช่วยเหลือ, แนะนำ",
"hertz","เฮิรตซ์",
"hexadecimal","ฐานสิบหก",
"hexagon","รูปหกเหลี่ยม",
"hibernate",,
"hidden","ที่ซ่อน, ที่แอบ",
"hidden file","ไฟล์ซ่อน, แฟ้มแบบซ่อน",
"highlight","เน้น, สิ่งที่เน้น",
"highscore","คะแนนสูงสุด",
"highway","ทางหลวง, ทางหลัก, ทางสายสำคัญ",
"hint","คำแนะนำ, ข้อแนะนำ",
"histogram","กราฟแท่ง, แผนภูมิแท่ง",
"history","ประวัติ, บันทึกการใช้",
"hit","ครั้ง",
"home","บ้าน, หน้าแรก, พื้นที่ส่วนตัว",
"home directory","พื้นที่ส่วนตัว",
"homepage","โฮมเพจ",
"homephone","โทรศัพท์บ้าน",
"homogeneous environment",,
"Honduras","ฮอนดูรัส","สาธารณรัฐฮอนดูรัส (Republic of Honduras)"
"horizon",,
"horizontal","ทางแนวนอน, ตามแนวนอน",
"host","โฮสต์, คอมพิวเตอร์แม่ข่าย",
"hostname","ชื่อโฮสต์, ชื่อคอมพิวเตอร์แม่ข่าย",
"hot key","ปุ่มลัด",
"hot list","ฮอตลิสต์, รายการโปรด","รายชื่อของเว็บที่มีผู้สนใจมาก"
"housekeeping",,
"HTML","HTML, เอชทีเอ็มแอล","HyperText Markup Language"
"HTTP","HTTP","HyperText Transfer Protocol"
"hub","ฮับ",
"hue","ความเข้มอ่อนของสี",
"huge","ใหญ่โต",
"Hungary","ฮังการี","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐฮังการี (Republic of Hungary)"
"hypercube",,
"hyperlink","ไฮเพอร์ลิงก์, เชื่อมโยงหลายมิติ",
"Hz","เฮิรตซ์",
"Iceland","ไอซ์แลนด์","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐไอซ์แลนด์ (Republic of Iceland)"
"icon","ไอคอน, สัญรูป",
"ID","หมายเลขประจำตัว","Identification, Identifier"
"IDE","IDE","Imbedded Drive Electronics, Integrated Development Environment [Borland], Integrated Drive Electronics, Intelligent Drive Electronics, Interactive Design and Engineering, Interface Design Enhancement"
"idea","ความคิด, ความเห็น",
"identification",,
"identifier",,
"identify",,
"idle","ที่ยังไม่ได้ใช้การ, ที่ยังไม่ทำงาน",
"ignore","เพิกเฉย, ไม่สนใจ",
"illegal","ผิดกฎหมาย, ไม่ถูกกฎหมาย",
"ILS","ILS","International Language Support"
"image","ภาพ, รูปภาพ, ภาพลักษณ์",
"immediately","ทันทีทันใด",
"impact","ผลกระทบ, ส่งผลกระทบ",
"implementation","การนำเอาไปใช้งาน",
"implicit",,
"imploded","ระเบิดภายใน",
"import","นำเข้า, ข้อมูลนำเข้า",
"inaccessible","ไม่สามารถเข้าใช้งาน",
"inactive","ไม่ทำงาน",
"inbox","กล่องจดหมายเข้า",
"inch","นิ้ว",
"include","รวม",
"incoming","ข้อมูลเข้า",
"increase","เพิ่มขึ้น",
"incremental",,
"incremental update",,
"indent","ย่อหน้า",
"indentation","การย่อหน้า",
"indeterminate",,
"index","ดัชนี",
"indexer",,
"India","อินเดีย","สาธารณรัฐอินเดีย (Republic of India)"
"indicator","ตัวบ่งชี้",
"indigo","สีคราม, สีน้ำเงินม่วง",
"individualization",,
"Indonesia","อินโดนีเซีย","สาธารณรัฐอินโดนีเซีย (Republic of Indonesia)"
"industrial","เกี่ยวกับอุตสาหกรรม, บริษัทในภาคอุตสาหกรรม",
"infinite","ไม่สิ้นสุด",
"infinity","ความไม่มีที่สิ้นสุด",
"inflate","พองตัว, ทำให้พองตัว",
"Info","ข้อมูล, ข่าวสาร",
"informal","ไม่เป็นทางการ",
"information","ข้อมูล",
"informix",,
"infrared","อินฟราเรด",
"inherit","สืบต่อ, สืบช่วง",
"initialization","การกำหนดเริ่มต้น",
"initialize","กำหนดเริ่มต้น",
"initial","เริ่มแรก, เริ่มต้น",
"inline","แทรกเข้า, แทรกใน",
"inode",,
"input","ข้อมูลนำเข้า, นำเข้าข้อมูล",
"insert","แทรก",
"insertion point","จุดแทรก",
"inset","สิ่งที่สอดแทรกมา, ภาพแทรก, ใบแทรก",
"inspect","ตรวจสอบ",
"install","ติดตั้ง",
"installable","สามารถติดตั้งได้",
"installer","ตัวติดตั้ง",
"instance","กรณี, ราย, ตัวอย่าง",
"instant","ฉับพลัน, รีบด่วน",
"instruction pointer",,
"Instruction","วิธีใช้, คำแนะนำการใช้",
"instrument",,
"integer","จำนวนเต็ม",
"intensity","ความหนาแน่น, ความเข้ม, ความรุนแรง",
"interaction","การโต้ตอบ",
"interactive","ที่มีการติดต่อสื่อสาร",
"intercept","สกัดกั้น",
"Interchange File Format",,
"inter-cluster",,
"interface","อินเทอร์เฟซ, ส่วนติดต่อ, ช่องการติดต่อ",
"interference","สิ่งรบกวน, เหตุขัดข้อง",
"inter-ideograph",,
"interlaced",,
"intermediate","เป็นสื่อกลาง, เป็นตัวกลาง, กลางๆ",
"internal","ภายใน",
"international","ระหว่างประเทศ",
"internet","อินเทอร์เน็ต",
"Internet Keywords Filter","ตัวกรองคำค้นหาบนอินเตอร์เน็ต",
"interpolate","แทรกคำในข้อความ",
"interrupt","ขัดจังหวะ, รบกวน",
"intersect","ตัดกัน",
"interval","ช่วงเวลา",
"inter-word",,
"introduction","บทนำ, การแนะนำ",
"invalid","ไม่มีผล, ไม่จริง, ไม่มีทาง",
"inverse","ตรงกันข้าม, สิ่งตรงข้าม",
"invert","สับเปลี่ยน, สลับ",
"investigate","สืบสวน, สืบหา",
"invisible","ที่มองไม่เห็น",
"invitation","การเชิญ",
"invoke",,
"IP","IP, ไอพี","Internet Protocol"
"IP address","หมายเลขประจำเครื่อง",
"Iran","อิหร่าน","สาธารณรัฐอิสลามอิหร่าน (Islamic Republic of Iran)"
"Iraq","อิรัก","สาธารณรัฐอิรัก (Republic of Iraq)"
"IRC","ไออาร์ซี","Internet Relay Chat"
"Ireland","ไอร์แลนด์","ชื่อประเทศในทวีปยุโรป"
"Iris","ไอริส",
"IRQ","IRQ","Interrupt Request"
"ISDN","ISDN","Integrated Services Digital Network"
"Israel","อิสราเอล","รัฐอิสราเอล (The State of Israel)"
"issuer",,
"italic","ตัวเอียง",
"Italy","อิตาลี","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐอิตาลี (Republic of Italy)"
"item","รายการ",
"iteration","การทำซ้ำประโยคคำสั่ง, การวนรอบ",
"ivory","สีงาช้าง",
"Johore","ยะโฮร์","รัฐของประเทศมาเลเซีย"
"Jamaica","จาเมกา",
"Japan","ญี่ปุ่น",
"Java","จาวา",
"JavaScript","จาวาสคริปต์",
"Jaz Drive",,
"Jazz","แจ๊ส",
"jigsaw","จิ๊กซอว์",
"job","งาน",
"join","เชื่อม",
"Jordan","จอร์แดน","ราชอาณาจักรฮัซไมต์จอร์แดน (The Hashemite Kingdom of Jordan)"
"journal","วารสาร, บันทึกการบันทึกข้อมูล",
"joystick","จอยสติ๊ก",
"JPEG","เจเพ็ก","Joint Photographic Experts Group"
"junk","ขยะ",
"justification","การจัดเรียงข้อความ",
"justify","จัดเรียงข้อความ, จัดชิดขอบ",
"Kazakhstan","คาซัคสถาน","ชื่อประเทศในทวีปเอเชีย, สาธารณรัฐคาซัคสถาน (Republic of Kazakhstan)"
"kB","กิโลไบต์","Kilobyte, 1024 bytes"
"kbps","กิโลบิตต่อวินาที","Kilobits Per Second"
"KDE",,"K Desktop Environment"
"KDesktop",,
"Kedah","ไทรบุรี, เกดะห์","รัฐของประเทศมาเลเซีย"
"Kenya","เคนยา","สาธารณรัฐเคนยา (Republic of Kenya)"
"kernel","เคอร์เนล",
"kerning","ระยะห่างระหว่างอักษร",
"key","คีย์",
"keyboard","แป้นพิมพ์",
"keymap","ตารางปุ่มพิมพ์, ตารางปุ่มสัมพันธ์",
"keystroke",,
"keytab",,
"keyword","คีย์เวิร์ด, คำสำคัญ, คำหลัก",
"kHz","กิโลเฮิรตซ์","Kilohertz"
"kill","ฆ่า, ทำลาย",
"killer","ผู้ฆ่า, ผู้ทำลาย",
"kilobyte","กิโลไบต์",
"Kiribati","คิริบาส, คิริบาตี","สาธารณรัฐคิริบาตี (Republic of Kiribati), สาธารณรัฐคิริบาส (Republic of Kiribati)"
"kit","ชุดเครื่องมือ, ชุดอุปกรณ์",
"km","กม.","กิโลเมตร"
"Korea, north","เกาหลีเหนือ",
"Korea. south","เกาหลีใต้",
"Kuwait","คูเวต","รัฐคูเวต (State of Kuwait)"
"Kyrgyzstan","คีร์กีซสถาน","ชื่อประเทศในทวีปเอเชีย, สาธารณรัฐคีร์กีซ (Kyrgyz Republic)"
"LAB",,
"label","แถบข้อความ, ป้ายชื่อ, ชื่อ",
"LAN","LAN","Local Area Network"
"landscape","แนวนอน",
"language","ภาษา",
"Laos","ลาว","ชื่อประเทศในทวีปเอเชีย, สาธารณรัฐประชาธิปไตยประชาชนลาว"
"laptop","แล็ปท็อป, คอมพิวเตอร์พกพา",
"laser","เลเซอร์",
"last","ท้าย, ท้ายสุด",
"lastname","นามสกุล",
"LaTeX",,
"Latin","ละติน, ภาษาละติน",
"Latvia","ลัตเวีย","ชื่อประเทศในยุโรปตะวันออก, สาธารณรัฐลัตเวีย (Republic of Latvia)"
"launch","การเริ่มใช้งานโปรแกรม",
"launcher","ปุ่มเรียก",
"layer","เลเยอร์",
"layout","การวางรูปแบบ, การจัดวาง, การจัดเรียง",
"leader","ผู้นำ",
"league",,
"Lebanon","เลบานอน","สาธารณรัฐเลบานอน (The Republic of Lebanon)"
"ledger",,
"legal","เกี่ยวกับกฎหมาย, ถูกต้องตามกฎหมาย",
"legend","คำอธิบายใต้ภาพ",
"legibility","ความง่ายในการอ่าน, ลักษณะที่เข้าใจได้ง่าย",
"length","ความยาว",
"lens","เลนส์",
"lesser","น้อยกว่า",
"letter","จดหมาย, ตัวอักษร",
"letterhead","หัวจดหมาย",
"level","ระดับ",
"Lhasa","ลาซา",
"Liberia","ไลบีเรีย","สาธารณรัฐไลบีเรีย (Republic of Liberia)"
"library","ไลบรารี",
"Libya","ลิเบีย","สาธารณรัฐสังคมนิยมประชาชนอาหรับลิเบีย (The Great Socialist People&#8217;s Libyan Arab Jamahiriya)"
"license","ใบอนุญาต, การอนุญาต, สัญญาอนุญาตสิทธิ์","ใบอนุญาต ใช้ในกรณีเช่น driver's license = ใบอนุญาตขับขี่ (คงไม่ได้ใช้ในการแปลข้อความของโปรแกรม), สัญญาอนุญาตเช่น สัญญาอนุญาตสิทธิ์ใช้ซอฟต์แวร์"
"license agreement","ข้อตกลงสัญญาอนุญาตสิทธิ์",
"licensing",,
"Liechtenstein","ลิกเตนสไตน์","ชื่อประเทศในทวีปยุโรป, ราชรัฐลิกเตนสไตน์ (Principality of Liechtenstein)"
"light","สว่าง, อ่อน",
"lighten","ทำให้สว่าง",
"lighting","การจัดแสง",
"LILO",,
"lime","เหลืองแกมเขียว",
"limit","จำกัด, ขีดจำกัด",
"line","บรรทัด, เส้นบรรทัด, เส้น, แถว, แนว",
"linear","เป็นเส้นตรง",
"linear transfer",,
"link","ลิงก์, การเชื่อมโยง, เชื่อมโยง",
"Linux","ลินุกซ์",
"liquid","ของเหลว",
"list","รายการ",
"literal","ตามตัวอักษร",
"Lithuania","ลิทัวเนีย","ชื่อประเทศในยุโรปตะวันออก, สาธารณรัฐลิทัวเนีย (Republic of Lithuania)"
"live",,
"load","โหลด, เรียกข้อมูล",
"local","ท้องที่, (ตัวแปร) เฉพาะที่, พื้นที่, (เครื่อง) ฝั่งนี้",
"locale","รูปแบบภาษา",
"localhost","localhost, เครื่องฝั่งนี้",
"locality","ตำแหน่งที่อยู่, ตำแหน่งที่ตั้ง",
"locate","ก่อตั้ง, ตั้ง, สร้าง",
"location","ทำเล, ตำแหน่งที่ตั้ง, สถานที่",
"lock","ล็อค, ปิดตาย, ปิดกั้น, ยึด",
"log","ปูม",
"logarithm","ลอการิทึม",
"logic","ตรรกศาสตร์",
"logical","ทางตรรกะ",
"login","เข้าระบบ",
"logo","โลโก้, สัญลักษณ์",
"logon","เข้าระบบ",
"logout","ออกจากระบบ",
"long","ช้า, ยาว",
"look","มองดู, ค้นหา",
"lookup","ค้นหา",
"loop","รูปวงแหวน, เคลื่อนที่เป็นรูปวงแหวน, วนรอบ, การวนรอบ",
"loopback","การวนกลับ, วกกลับ",
"loss","เสียหาย, สูญเสีย",
"lost","ที่ถูกทำลาย, ที่สูญหาย",
"lowercase","ตัวพิมพ์เล็ก",
"Luxembourg","ลักเซมเบิร์ก","ชื่อประเทศในทวีปยุโรป, ราชรัฐลักเซมเบิร์ก (The Grand Duchy of Luxembourg)"
"lyrics","เนื้อเพลง",
"Macedonia","มาซิโดเนีย",
"machine","เครื่อง, เครื่องจักร, เครื่องยนตร์, กลไก",
"Macintosh","แมคอินทอช",
"macro","แมโคร",
"Madagascar","มาดากัสการ์","สาธารณรัฐมาดากัสการ์ (Republic of Madagascar)"
"magenta","ม่วงแดง",
"magnification","การขยายใหญ่ขึ้น",
"magnify","ขยายใหญ่",
"mail","เมล, จดหมาย, ส่งจดหมาย",
"mailbox","กล่องจดหมาย","ตู้จดหมายอิเล็กทรอนิกส์"
"maildir",,
"mailer","โปรแกรมส่งจดหมาย, โปรแกรมส่งเมล",
"mailing list","เมลลิงลิสต์","ระบบกระจายข่าวสารทางอีเมล สมาชิกทุกคนจะได้รับข้อความข่าวสาร"
"mail merge","การผสานจดหมาย, จดหมายเวียน",
"maintainer","ผู้ดูแล",
"maintenance","การรักษาสภาพ, การดูแล",
"Malacca","มะละกา","ชื่อรัฐในประเทศมาเลเซีย"
"Malawi","มาลาวี","สาธารณรัฐมาลาวี (Republic of Malawi)"
"Malaysia","มาเลเซีย",
"Mali","มาลี","สาธารณรัฐมาลี (Republic of Mali)"
"Malta","มอลตา","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐมอลตา (Republic of Malta)"
"management","การจัดการ",
